PWSName,Size,FacilityName,FacilityWaterType,Contaminant,MRL,Result,Result_value,State,Date
Andover Water Dept.,L,Andover WTP,SW,manganese,0.4,TRUE,9.73,MA,2019-02-11
Andover Water Dept.,L,Andover WTP,SW,manganese,0.4,TRUE,12.1,MA,2019-05-09
Arlington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.61,MA,2018-01-23
Arlington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8.05,MA,2018-04-23
Arlington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.5,MA,2018-07-24
Arlington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.85,MA,2018-10-22
Arlington Water Dept.,L,MWRA CONNECTION,SW,1-butanol,2,TRUE,9.95,MA,2018-10-22
Ashland Water & Sewer Dept.,L,Howe Street WTP,GW,manganese,0.4,TRUE,22.9,MA,2018-05-22
Ashland Water & Sewer Dept.,L,Howe Street WTP,GW,manganese,0.4,TRUE,13.3,MA,2018-11-21
Bedford Water Dept.,L,Shawsheen GWTP,GW,manganese,0.4,TRUE,19.6,MA,2019-01-14
Bedford Water Dept.,L,Shawsheen GWTP,GW,manganese,0.4,TRUE,4.06,MA,2019-07-01
Bedford Water Dept.,L,Page Road Metering Vault,SW,manganese,0.4,TRUE,7.71,MA,2019-01-14
Bedford Water Dept.,L,Page Road Metering Vault,SW,manganese,0.4,TRUE,9.71,MA,2019-04-09
Bedford Water Dept.,L,Page Road Metering Vault,SW,manganese,0.4,TRUE,6.96,MA,2019-07-01
Bedford Water Dept.,L,Page Road Metering Vault,SW,manganese,0.4,TRUE,6.8,MA,2019-10-09
Belmont Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.5,MA,2018-01-23
Belmont Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.36,MA,2018-04-23
Belmont Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.88,MA,2018-07-24
Belmont Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.78,MA,2018-10-22
Belmont Water Dept.,L,MWRA CONNECTION,SW,1-butanol,2,TRUE,5.95,MA,2018-10-22
Beverly Water Dept.,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,33,MA,2018-02-07
Beverly Water Dept.,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,2.2,MA,2018-05-02
Beverly Water Dept.,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,6.3,MA,2018-08-22
Beverly Water Dept.,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,45,MA,2018-11-08
Billerica Waterworks,L,Billerica WTP,SW,manganese,0.4,TRUE,37.9,MA,2018-01-24
Billerica Waterworks,L,Billerica WTP,SW,manganese,0.4,TRUE,11.7,MA,2018-04-24
Billerica Waterworks,L,Billerica WTP,SW,manganese,0.4,TRUE,18.1,MA,2018-07-25
Billerica Waterworks,L,Billerica WTP,SW,manganese,0.4,TRUE,21.5,MA,2018-10-24
Boston Water & Sewer Commission,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.64,MA,2019-01-23
Boston Water & Sewer Commission,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8.63,MA,2019-04-23
Boston Water & Sewer Commission,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.69,MA,2019-07-22
Boston Water & Sewer Commission,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,10.9,MA,2019-10-21
Brookline Water & Sewer Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.79,MA,2019-01-22
Brookline Water & Sewer Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8.59,MA,2019-04-22
Brookline Water & Sewer Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.9,MA,2019-07-25
Brookline Water & Sewer Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,10.7,MA,2019-10-21
Burlington Water Dept.,L,Mill Pond,SW,manganese,0.4,TRUE,0.414,MA,2019-04-11
Burlington Water Dept.,L,Mill Pond,SW,manganese,0.4,TRUE,0.654,MA,2019-06-26
Burlington Water Dept.,L,Mill Pond,SW,manganese,0.4,TRUE,0.809,MA,2019-12-26
Burlington Water Dept.,L,VineBrook Groundwater Treatment Facility,GW,manganese,0.4,TRUE,14.4,MA,2019-04-11
Burlington Water Dept.,L,VineBrook Groundwater Treatment Facility,GW,manganese,0.4,TRUE,2.12,MA,2019-09-23
Cambridge Water Department,L,Walter J Sullivan WTP 3049000,SW,manganese,0.4,TRUE,4.78,MA,2019-11-06
Cambridge Water Department,L,Walter J Sullivan WTP 3049000,SW,manganese,0.4,TRUE,12.6,MA,2020-02-05
Cambridge Water Department,L,Walter J Sullivan WTP 3049000,SW,manganese,0.4,TRUE,2.82,MA,2020-05-13
Cambridge Water Department,L,Walter J Sullivan WTP 3049000,SW,manganese,0.4,TRUE,2.63,MA,2020-08-12
Chelmsford Water District,L,Riverneck WTP,GW,manganese,0.4,TRUE,6.2,MA,2018-10-15
Chelmsford Water District,L,Riverneck WTP,GW,manganese,0.4,TRUE,1.6,MA,2019-04-17
Chelmsford Water District,L,Smith Street Wells GWTP,GW,manganese,0.4,TRUE,584,MA,2018-10-16
Chelmsford Water District,L,Smith Street Wells GWTP,GW,manganese,0.4,TRUE,9.8,MA,2019-06-10
Chelmsford Water District,L,Crooked Spring WTP,GW,manganese,0.4,TRUE,4.5,MA,2018-10-15
Chelsea Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,11.8,MA,2018-01-24
Chelsea Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.91,MA,2018-04-25
Chelsea Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.55,MA,2018-07-24
Chelsea Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,12.5,MA,2018-10-23
Concord Water Dept..,L,Jennie Dugan Well,GW,manganese,0.4,TRUE,7.74,MA,2018-05-10
Concord Water Dept..,L,Jennie Dugan Well,GW,manganese,0.4,TRUE,7.23,MA,2018-11-13
Concord Water Dept..,L,Hugh Cargill Wellfield,GW,manganese,0.4,TRUE,2.65,MA,2018-05-10
Concord Water Dept..,L,Hugh Cargill Wellfield,GW,manganese,0.4,TRUE,2.92,MA,2018-11-07
Concord Water Dept..,L,Deaconess GP Well,GW,manganese,0.4,TRUE,0.462,MA,2018-05-29
Concord Water Dept..,L,Deaconess GP Well,GW,manganese,0.4,TRUE,1.3,MA,2018-12-10
Concord Water Dept..,L,Second Division GP Well,GW,manganese,0.4,TRUE,30.4,MA,2018-05-14
Concord Water Dept..,L,Second Division GP Well,GW,manganese,0.4,TRUE,26.6,MA,2018-11-26
Concord Water Dept..,L,Robinson GP Well,GW,manganese,0.4,TRUE,46.9,MA,2018-05-16
Concord Water Dept..,L,Robinson GP Well,GW,manganese,0.4,TRUE,47.5,MA,2018-11-08
Concord Water Dept..,L,Nagog Pond,SW,manganese,0.4,TRUE,50.2,MA,2018-05-31
Concord Water Dept..,L,Nagog Pond,SW,quinoline,0.02,TRUE,0.0857,MA,2018-08-06
Concord Water Dept..,L,Nagog Pond,SW,manganese,0.4,TRUE,49.8,MA,2018-08-08
Danvers Water Dept.,L,Middleton Pond WTP,SW,manganese,0.4,TRUE,19.1,MA,2020-02-12
Danvers Water Dept.,L,Middleton Pond WTP,SW,manganese,0.4,TRUE,5.68,MA,2020-05-12
Danvers Water Dept.,L,Middleton Pond WTP,SW,manganese,0.4,TRUE,54.5,MA,2020-08-05
Dedham Westwood Water District,L,Bridge Street GWTP,GW,manganese,0.4,TRUE,3.18,MA,2018-03-20
Dedham Westwood Water District,L,Bridge Street GWTP,GW,manganese,0.4,TRUE,3.71,MA,2018-09-12
Dracut Water Supply District,L,Lowell Water Intertie,SW,manganese,0.4,TRUE,4.63,MA,2018-09-17
Dracut Water Supply District,L,Lowell Water Intertie,SW,manganese,0.4,TRUE,7.44,MA,2018-12-05
Dracut Water Supply District,L,Lowell Water Intertie,SW,manganese,0.4,TRUE,9.9,MA,2019-03-05
Dracut Water Supply District,L,Lowell Water Intertie,SW,manganese,0.4,TRUE,7.26,MA,2019-06-04
Dracut Water Supply District,L,New Boston Wellfield TF,GW,manganese,0.4,TRUE,15.9,MA,2018-09-17
Dracut Water Supply District,L,New Boston Wellfield TF,GW,manganese,0.4,TRUE,8.78,MA,2019-03-05
Dracut Water Supply District,L,Tyngsboro Wellfield TF,GW,manganese,0.4,TRUE,271,MA,2018-09-17
Dracut Water Supply District,L,Tyngsboro Wellfield TF,GW,manganese,0.4,TRUE,272,MA,2019-03-05
Kenwood Water District,S,Connection - Lowell,SW,manganese,0.4,TRUE,7.986,MA,2018-01-10
Kenwood Water District,S,Connection - Lowell,SW,manganese,0.4,TRUE,6.436,MA,2018-04-13
Kenwood Water District,S,Connection - Lowell,SW,manganese,0.4,TRUE,3.891,MA,2018-07-10
Kenwood Water District,S,Connection - Lowell,SW,manganese,0.4,TRUE,4.699,MA,2018-10-09
Kenwood Water District,S,Connection - Methuen,SW,manganese,0.4,TRUE,7.115,MA,2018-01-10
Kenwood Water District,S,Connection - Methuen,SW,manganese,0.4,TRUE,7.945,MA,2018-04-13
Kenwood Water District,S,Connection - Methuen,SW,germanium,0.3,TRUE,1.155,MA,2018-07-10
Kenwood Water District,S,Connection - Methuen,SW,manganese,0.4,TRUE,551.825,MA,2018-07-10
Kenwood Water District,S,Connection - Methuen,SW,manganese,0.4,TRUE,14.355,MA,2018-10-09
Everett Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.74,MA,2018-01-24
Everett Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.59,MA,2018-04-25
Everett Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.12,MA,2018-07-24
Everett Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.75,MA,2018-10-23
Framingham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.68,MA,2018-01-22
Framingham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.5,MA,2018-04-25
Framingham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.98,MA,2018-07-25
Framingham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.22,MA,2018-10-24
Gloucester DPW Water Dept.,L,West Gloucester WTP,SW,manganese,0.4,TRUE,2.161,MA,2018-10-01
Gloucester DPW Water Dept.,L,West Gloucester WTP,SW,manganese,0.4,TRUE,9.518,MA,2019-04-02
Gloucester DPW Water Dept.,L,West Gloucester WTP,SW,manganese,0.4,TRUE,1.014,MA,2019-07-23
Gloucester DPW Water Dept.,L,Babson WTP,SW,manganese,0.4,TRUE,49.458,MA,2019-01-31
Haverhill Water Dept.,L,WTP,SW,manganese,0.4,TRUE,12,MA,2020-03-16
Haverhill Water Dept.,L,WTP,SW,manganese,0.4,TRUE,9.5,MA,2020-06-03
Haverhill Water Dept.,L,WTP,SW,manganese,0.4,TRUE,10,MA,2020-09-01
Haverhill Water Dept.,L,WTP,SW,manganese,0.4,TRUE,8,MA,2020-12-01
Ipswich DPU Water Dept.,L,Mile Lane GP Well,GW,manganese,0.4,TRUE,9.34,MA,2018-10-15
Ipswich DPU Water Dept.,L,Mile Lane GP Well,GW,manganese,0.4,TRUE,2.13,MA,2019-04-16
Ipswich DPU Water Dept.,L,Browns GP Well,GW,manganese,0.4,TRUE,520,MA,2018-10-15
Ipswich DPU Water Dept.,L,Browns GP Well,GW,manganese,0.4,TRUE,453,MA,2019-04-16
Ipswich DPU Water Dept.,L,Winthrop GP Wells #2 & 3,GW,manganese,0.4,TRUE,111,MA,2018-10-15
Ipswich DPU Water Dept.,L,Winthrop GP Wells #2 & 3,GW,manganese,0.4,TRUE,43.3,MA,2019-04-16
Ipswich DPU Water Dept.,L,Essex Road GP Well,GW,manganese,0.4,TRUE,18.3,MA,2018-10-15
Ipswich DPU Water Dept.,L,Essex Road GP Well,GW,manganese,0.4,TRUE,13.5,MA,2019-04-16
Ipswich DPU Water Dept.,L,WTP,SW,manganese,0.4,TRUE,95.9,MA,2018-10-15
Ipswich DPU Water Dept.,L,WTP,SW,manganese,0.4,TRUE,15.5,MA,2019-01-23
Ipswich DPU Water Dept.,L,WTP,SW,manganese,0.4,TRUE,13.2,MA,2019-04-16
Ipswich DPU Water Dept.,L,WTP,SW,manganese,0.4,TRUE,24.4,MA,2019-07-23
Ipswich DPU Water Dept.,L,Fellows Road GP Well,GW,manganese,0.4,TRUE,657,MA,2018-10-15
Ipswich DPU Water Dept.,L,Fellows Road GP Well,GW,manganese,0.4,TRUE,558,MA,2019-04-16
Lawrence Waterworks,L,Lawrence Waterworks,SW,manganese,0.4,TRUE,17.5,MA,2018-11-19
Lawrence Waterworks,L,Lawrence Waterworks,SW,manganese,0.4,TRUE,30.5,MA,2019-02-05
Lawrence Waterworks,L,Lawrence Waterworks,SW,manganese,0.4,TRUE,18.8,MA,2019-05-06
Lawrence Waterworks,L,Lawrence Waterworks,SW,manganese,0.4,TRUE,2.05,MA,2019-08-07
Lexington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8.29,MA,2018-01-22
Lexington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.42,MA,2018-04-24
Lexington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.65,MA,2018-07-25
Lexington Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.36,MA,2018-10-24
Hanscom Family Housing (Landings),S,Connection,SW,manganese,0.4,TRUE,8.784,MA,2019-02-06
Hanscom Family Housing (Landings),S,Connection,SW,manganese,0.4,TRUE,9.9,MA,2019-04-09
Hanscom Family Housing (Landings),S,Connection,SW,manganese,0.4,TRUE,9.255,MA,2019-07-16
Hanscom Family Housing (Landings),S,Connection,SW,manganese,0.4,TRUE,7.876,MA,2019-10-14
Lowell Regional Water Utility,L,Lowell WTP,SW,manganese,0.4,TRUE,4.3,MA,2018-05-29
Lowell Regional Water Utility,L,Lowell WTP,SW,manganese,0.4,TRUE,27.5,MA,2018-08-14
Lowell Regional Water Utility,L,Lowell WTP,SW,manganese,0.4,TRUE,7.8,MA,2018-11-14
Lowell Regional Water Utility,L,Lowell WTP,SW,manganese,0.4,TRUE,9.9,MA,2019-02-12
Lynn Water & Sewer Commission,L,Raymond Reardon WTP,SW,manganese,0.4,TRUE,2.92,MA,2019-03-06
Lynn Water & Sewer Commission,L,Raymond Reardon WTP,SW,manganese,0.4,TRUE,1.08,MA,2019-06-04
Lynn Water & Sewer Commission,L,Raymond Reardon WTP,SW,manganese,0.4,TRUE,4.09,MA,2019-09-04
Lynn Water & Sewer Commission,L,Raymond Reardon WTP,SW,manganese,0.4,TRUE,0.801,MA,2019-12-04
Malden Water Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.49,MA,2020-01-22
Malden Water Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.08,MA,2020-04-17
Malden Water Division,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,4.97,MA,2020-07-21
Marblehead Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.39,MA,2020-01-23
Marblehead Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0254,MA,2020-04-16
Marblehead Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.83,MA,2020-04-16
Marblehead Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.024,MA,2020-07-20
Marblehead Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.71,MA,2020-07-20
Medford Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.35,MA,2020-01-21
Medford Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.9,MA,2020-04-17
Medford Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.56,MA,2020-07-21
Melrose Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.75,MA,2020-01-22
Melrose Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.84,MA,2020-04-16
Melrose Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.32,MA,2020-07-29
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,10,MA,2018-08-27
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,23.9,MA,2018-11-27
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,6.17,MA,2019-02-13
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,4.67,MA,2019-05-08
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,6.74,MA,2018-08-27
Methuen Water Dept.,L,Methuen WTP,SW,o-toluidine,0.007,TRUE,0.00717,MA,2018-08-27
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,3.37,MA,2018-11-27
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,6.04,MA,2019-02-13
Methuen Water Dept.,L,Methuen WTP,SW,manganese,0.4,TRUE,5.58,MA,2019-05-08
Milton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8.4,MA,2019-01-23
Milton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,61.7,MA,2019-04-23
Milton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.96,MA,2019-07-22
Milton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,10.9,MA,2019-10-21
Natick Water Department,L,Morses Pond Well,GW,manganese,0.4,TRUE,23.5,MA,2020-03-18
Natick Water Department,L,Pine Oaks Well #1,GW,manganese,0.4,TRUE,1.2,MA,2020-03-18
Natick Water Department,L,Elm Bank WTP,GW,manganese,0.4,TRUE,61.6,MA,2020-03-18
Natick Water Department,L,Springvale WTP,GW,manganese,0.4,TRUE,1.1,MA,2020-03-18
Needham Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.18,MA,2020-01-27
Needham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.21,MA,2020-01-27
Needham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.99,MA,2020-05-18
Needham Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0252,MA,2020-07-16
Needham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,4.02,MA,2020-07-16
Newburyport Water Department,L,Well #2,GW,manganese,0.4,TRUE,20.2,MA,2019-04-10
Newburyport Water Department,L,Well #2,GW,manganese,0.4,TRUE,27,MA,2019-10-15
Newburyport Water Department,L,Newburyport WTP,MX,manganese,0.4,TRUE,8.15,MA,2019-04-10
Newburyport Water Department,L,Newburyport WTP,MX,manganese,0.4,TRUE,7.31,MA,2019-07-10
Newburyport Water Department,L,Newburyport WTP,MX,manganese,0.4,TRUE,25.8,MA,2019-10-15
Newburyport Water Department,L,Newburyport WTP,MX,manganese,0.4,TRUE,58.6,MA,2020-01-02
Newton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.36,MA,2019-01-22
Newton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.05,MA,2019-04-22
Newton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.9,MA,2019-07-25
Newton Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,10.9,MA,2019-10-21
North Andover Water Dept.,L,North Andover WTP,SW,manganese,0.4,TRUE,4.21,MA,2019-12-10
North Andover Water Dept.,L,North Andover WTP,SW,manganese,0.4,TRUE,6.87,MA,2020-03-03
North Andover Water Dept.,L,North Andover WTP,SW,manganese,0.4,TRUE,3.38,MA,2020-06-10
North Reading Water Dept.,L,Central Street Well,GW,manganese,0.4,TRUE,109,MA,2019-06-27
North Reading Water Dept.,L,Central Street Well,GW,manganese,0.4,TRUE,8.8,MA,2019-12-18
North Reading Water Dept.,L,Lakeside GWTP,GW,manganese,0.4,TRUE,13.4,MA,2019-06-25
North Reading Water Dept.,L,Lakeside GWTP,GW,manganese,0.4,TRUE,4.8,MA,2019-12-18
North Reading Water Dept.,L,Andover Water Intertie,SW,manganese,0.4,TRUE,35.6,MA,2019-06-26
North Reading Water Dept.,L,Andover Water Intertie,SW,manganese,0.4,TRUE,13.4,MA,2019-09-24
North Reading Water Dept.,L,Andover Water Intertie,SW,manganese,0.4,TRUE,7.6,MA,2019-12-18
North Reading Water Dept.,L,Andover Water Intertie,SW,manganese,0.4,TRUE,2.2,MA,2020-03-18
North Reading Water Dept.,L,Railroad Bed GWTF,GW,manganese,0.4,TRUE,6.1,MA,2019-06-25
North Reading Water Dept.,L,Railroad Bed GWTF,GW,manganese,0.4,TRUE,6,MA,2019-12-18
Peabody Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0275,MA,2020-01-27
Peabody Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.78,MA,2020-01-27
Peabody Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0349,MA,2020-04-23
Peabody Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.6,MA,2020-04-23
Peabody Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0284,MA,2020-07-15
Peabody Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,3.8,MA,2020-07-15
Peabody Water Dept.,L,West Peabody WTP,SW,manganese,0.4,TRUE,1.26,MA,2020-01-27
Peabody Water Dept.,L,West Peabody WTP,SW,manganese,0.4,TRUE,1.44,MA,2020-04-23
Peabody Water Dept.,L,West Peabody WTP,SW,manganese,0.4,TRUE,7.12,MA,2020-07-15
Peabody Water Dept.,L,Coolidge Ave. WTP,SW,manganese,0.4,TRUE,1.97,MA,2020-01-27
Peabody Water Dept.,L,Coolidge Ave. WTP,SW,manganese,0.4,TRUE,3.99,MA,2020-05-12
Peabody Water Dept.,L,Coolidge Ave. WTP,SW,manganese,0.4,TRUE,10.7,MA,2020-07-15
Quincy Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.47,MA,2019-01-23
Quincy Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,11.1,MA,2019-04-23
Quincy Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.73,MA,2019-07-22
Quincy Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,10.6,MA,2019-10-21
Reading Water Department,L,MWRA CONNECTION,SW,1-butanol,2,TRUE,5.72,MA,2019-01-23
Reading Water Department,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.04,MA,2019-01-23
Reading Water Department,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,8,MA,2019-04-24
Reading Water Department,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.1,MA,2019-07-22
Reading Water Department,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.03,MA,2019-10-22
Revere Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.84,MA,2018-01-24
Revere Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.32,MA,2018-04-26
Revere Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.88,MA,2018-07-26
Revere Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.11,MA,2018-10-24
Salem Water Department,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,33,MA,2018-02-07
Salem Water Department,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,2.2,MA,2018-05-02
Salem Water Department,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,6.2,MA,2018-08-22
Salem Water Department,L,Beverly/Salem Water Intertie,SW,manganese,0.4,TRUE,45,MA,2018-11-08
Salisbury Water Department,L,"Blend of Wells 5, 6, 8",GW,manganese,0.4,TRUE,46.8,MA,2019-07-10
Salisbury Water Department,L,"Blend of Wells 5, 6, 8",GW,manganese,0.4,TRUE,40.9,MA,2020-01-07
Salisbury Water Department,L,Well #7,GW,manganese,0.4,TRUE,81.6,MA,2019-07-10
Salisbury Water Department,L,Well #7,GW,manganese,0.4,TRUE,193,MA,2020-01-07
Saugus Water Dept.,L,MWRA CONNECTION,SW,1-butanol,2,TRUE,2.62,MA,2019-01-23
Saugus Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,34.2,MA,2019-01-23
Saugus Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,44.6,MA,2019-04-24
Saugus Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,55.6,MA,2019-07-22
Saugus Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.35,MA,2019-10-22
Somerville Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.68,MA,2020-01-21
Somerville Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.76,MA,2020-04-17
Somerville Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,4.74,MA,2020-07-22
Stoneham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,7.14,MA,2019-01-23
Stoneham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.82,MA,2019-04-24
Stoneham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,9.17,MA,2019-07-25
Stoneham Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,11.7,MA,2019-10-21
Sudbury Water District,L,GP Well #3,GW,manganese,0.4,TRUE,7.1,MA,2020-02-13
Sudbury Water District,L,GP Well #4,GW,manganese,0.4,TRUE,8.4,MA,2020-02-13
Sudbury Water District,L,GP Well #5,GW,manganese,0.4,TRUE,54.3,MA,2020-02-13
Sudbury Water District,L,GP Well #6,GW,manganese,0.4,TRUE,8.9,MA,2020-02-13
Sudbury Water District,L,Raymond Road WTP,GW,manganese,0.4,TRUE,1.3,MA,2020-02-13
Swampscott Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.99,MA,2020-01-23
Swampscott Water Dept.,L,MWRA CONNECTION,SW,1-butanol,2,TRUE,8.16,MA,2020-01-23
Swampscott Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.36,MA,2020-04-16
Swampscott Water Dept.,L,MWRA CONNECTION,SW,quinoline,0.02,TRUE,0.0282,MA,2020-07-20
Swampscott Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,4.03,MA,2020-07-20
Tewksbury Water Dept.,L,Tewksbury WTP,SW,manganese,0.4,TRUE,9.64,MA,2018-08-13
Tewksbury Water Dept.,L,Tewksbury WTP,SW,manganese,0.4,TRUE,10.3,MA,2018-11-06
Tewksbury Water Dept.,L,Tewksbury WTP,SW,manganese,0.4,TRUE,1.79,MA,2019-02-05
Tewksbury Water Dept.,L,Tewksbury WTP,SW,manganese,0.4,TRUE,2.82,MA,2019-05-06
Wakefield Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,6.21,MA,2020-01-28
Wakefield Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,19.2,MA,2020-06-03
Wakefield Water Dept.,L,MWRA CONNECTION,SW,manganese,0.4,TRUE,5.82,MA,2020-07-16
Wakefield Water Dept.,L,Crystal Lake WTP,SW,manganese,0.4,TRUE,8.39,MA,2020-06-04
